8.899999999999999578e-02,1.019999999999999934e-01,8.999999999999999667e-02,9.099999999999999756e-02,9.400000000000000022e-02,8.999999999999999667e-02,9.299999999999999933e-02,1.010000000000000064e-01,9.600000000000000200e-02,1.000000000000000056e-01
8.500000000000000611e-02,1.990000000000000102e-01,2.099999999999999922e-01,1.910000000000000031e-01,2.129999999999999949e-01,2.139999999999999958e-01,1.910000000000000031e-01,1.940000000000000058e-01,1.940000000000000058e-01,1.990000000000000102e-01
9.900000000000000466e-02,2.000000000000000111e-01,2.959999999999999853e-01,2.929999999999999827e-01,2.909999999999999809e-01,2.869999999999999774e-01,2.810000000000000275e-01,3.119999999999999996e-01,2.999999999999999889e-01,3.039999999999999925e-01
8.999999999999999667e-02,1.920000000000000040e-01,2.859999999999999765e-01,4.069999999999999729e-01,3.940000000000000169e-01,3.770000000000000018e-01,3.830000000000000071e-01,3.960000000000000187e-01,4.259999999999999898e-01,4.089999999999999747e-01
1.069999999999999979e-01,1.990000000000000102e-01,3.220000000000000084e-01,4.000000000000000222e-01,4.869999999999999885e-01,5.170000000000000151e-01,4.989999999999999991e-01,4.809999999999999831e-01,4.849999999999999867e-01,5.000000000000000000e-01
9.099999999999999756e-02,2.010000000000000120e-01,3.059999999999999942e-01,4.089999999999999747e-01,4.809999999999999831e-01,5.829999999999999627e-01,5.480000000000000426e-01,6.159999999999999920e-01,6.029999999999999805e-01,6.029999999999999805e-01
1.100000000000000006e-01,2.039999999999999869e-01,2.839999999999999747e-01,4.209999999999999853e-01,5.150000000000000133e-01,5.889999999999999680e-01,6.999999999999999556e-01,6.770000000000000462e-01,7.009999999999999565e-01,6.909999999999999476e-01
1.059999999999999970e-01,2.210000000000000020e-01,2.999999999999999889e-01,3.790000000000000036e-01,4.949999999999999956e-01,6.079999999999999849e-01,6.889999999999999458e-01,7.670000000000000151e-01,8.239999999999999547e-01,7.960000000000000409e-01
1.069999999999999979e-01,2.059999999999999887e-01,2.800000000000000266e-01,4.299999999999999933e-01,4.929999999999999938e-01,5.999999999999999778e-01,7.109999999999999654e-01,7.930000000000000382e-01,8.850000000000000089e-01,8.990000000000000213e-01
1.049999999999999961e-01,2.089999999999999913e-01,3.069999999999999951e-01,3.920000000000000151e-01,5.280000000000000249e-01,6.169999999999999929e-01,7.009999999999999565e-01,7.910000000000000364e-01,8.750000000000000000e-01,9.989999999999999991e-01
